"gene_symbol","geneid","ensemblid","geneNcbiType","geneDSI","geneDPI","genepLI","uniprotids","protein_classid","protein_class_name","disease_name","diseaseType","diseaseUMLSCUI","diseaseClasses_MSH","diseaseClasses_UMLS_ST","diseaseClasses_DO","diseaseClasses_HPO","source","associationType","text","sentence","pmYear","score","chemsInSentence","reference_type","reference","ancestry_name","ancestry_id","chemical_effect","polarity"
"EFEMP1",2202,"ENSG00000115380","protein-coding",0.431,0.913,1,"Q12805","DTO_05007621","Extracellular structure","DOYNE HONEYCOMB RETINAL DYSTROPHY","[disease]","C1832174","Eye Diseases (C11) | Nervous System Diseases (C10)","Disease or Syndrome (T047)","genetic disease (630) | disease of anatomical entity (7)","","CLINVAR","GeneticVariation","The inherited macular degeneration Doyne honeycomb retinal dystrophy/Malattia Leventinese is thought to be caused by an R345W mutation in the EFEMP1 gene (also called fibulin-3).","The inherited macular degeneration <span class='disease' en_id='C1832174'>Doyne honeycomb retinal dystrophy</span>/<span class='disease' en_id='C1832174'>Malattia Leventinese</span> is thought to be caused by an R345W mutation in the <span class='gene' en_id='2202'>EFEMP1</span> gene (also called <span class='gene' en_id='2202'>fibulin-3</span>).",2007,1,NA,"PMID","17666404","","",NA,"Positive"
"EFEMP1",2202,"ENSG00000115380","protein-coding",0.431,0.913,1,"Q12805","DTO_05007621","Extracellular structure","DOYNE HONEYCOMB RETINAL DYSTROPHY","[disease]","C1832174","Eye Diseases (C11) | Nervous System Diseases (C10)","Disease or Syndrome (T047)","genetic disease (630) | disease of anatomical entity (7)","","UNIPROT","CausalMutation","To investigate functional effects, we transfected COS7 cells with vectors expressing the three novel EFEMP1 variants and showed that all three variants found in JOAG patients caused significant intracellular protein aggregation and retention compared to wild type and also compared to EFEMP1 variants associated with other ocular phenotypes including an early-onset form of macular degeneration, Malattia Leventinese/Doyne's Honeycomb retinal dystrophy.","To investigate functional effects, we transfected COS7 cells with vectors expressing the three novel <span class='gene' en_id='2202'>EFEMP1</span> variants and showed that all three variants found in JOAG patients caused significant intracellular protein aggregation and retention compared to wild type and also compared to <span class='gene' en_id='2202'>EFEMP1</span> variants associated with other ocular phenotypes including an early-onset form of macular degeneration, <span class='disease' en_id='C1832174'>Malattia Leventinese</span>/<span class='disease' en_id='C1832174'>Doyne's Honeycomb retinal dystrophy</span>.",2022,1,NA,"PMID","34923728","","",NA,"Positive"
"PRKCG",5582,"ENSG00000126583","protein-coding",0.566,0.913,0.99413,"P05129","DTO_03300101","Kinase","Spinocerebellar ataxia 14","[disease]","C1854369","Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16) | Nervous System Diseases (C10)","Disease or Syndrome (T047)","genetic disease (630) | disease of anatomical entity (7)","","UNIPROT","CausalMutation","Missense mutations in the regulatory domain of PKC gamma: a new mechanism for dominant nonepisodic cerebellar ataxia.","Missense mutations in the regulatory domain of PKC gamma: a new mechanism for dominant nonepisodic cerebellar ataxia.",2003,1,NA,"PMID","12644968","","",NA,NA
"PRKCG",5582,"ENSG00000126583","protein-coding",0.566,0.913,0.99413,"P05129","DTO_03300101","Kinase","Spinocerebellar ataxia 14","[disease]","C1854369","Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16) | Nervous System Diseases (C10)","Disease or Syndrome (T047)","genetic disease (630) | disease of anatomical entity (7)","","GENCC","CausalMutation","These results point to specific alterations in mutant PKCgamma function that could lead to the selective neuronal degeneration of SCA14.","These results point to specific alterations in mutant <span class='gene' en_id='5582'>PKCgamma</span> function that could lead to the selective neuronal degeneration of <span class='disease' en_id='C1854369'>SCA14</span>.",2005,1,NA,"PMID","15618281","","",NA,"Positive"
"PRKCG",5582,"ENSG00000126583","protein-coding",0.566,0.913,0.99413,"P05129","DTO_03300101","Kinase","Spinocerebellar ataxia 14","[disease]","C1854369","Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16) | Nervous System Diseases (C10)","Disease or Syndrome (T047)","genetic disease (630) | disease of anatomical entity (7)","","CLINVAR","CausalMutation","A Japanese case of SCA14 with the Gly128Asp mutation.","A Japanese case of SCA14 with the Gly128Asp mutation.",2006,1,NA,"PMID","17024314","Japanese","HANCESTRO:0019",NA,NA
"PRKCG",5582,"ENSG00000126583","protein-coding",0.566,0.913,0.99413,"P05129","DTO_03300101","Kinase","Spinocerebellar ataxia 14","[disease]","C1854369","Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16) | Nervous System Diseases (C10)","Disease or Syndrome (T047)","genetic disease (630) | disease of anatomical entity (7)","","GENCC","CausalMutation","A Japanese case of SCA14 with the Gly128Asp mutation.","A Japanese case of SCA14 with the Gly128Asp mutation.",2006,1,NA,"PMID","17024314","Japanese","HANCESTRO:0019",NA,NA
"PRKCG",5582,"ENSG00000126583","protein-coding",0.566,0.913,0.99413,"P05129","DTO_03300101","Kinase","Spinocerebellar ataxia 14","[disease]","C1854369","Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16) | Nervous System Diseases (C10)","Disease or Syndrome (T047)","genetic disease (630) | disease of anatomical entity (7)","","GENCC","CausalMutation","Impaired motor coordination correlates with persistent multiple climbing fiber innervation in PKC gamma mutant mice.","Impaired motor coordination correlates with persistent multiple climbing fiber innervation in PKC gamma mutant mice.",1995,1,NA,"PMID","8548809","","",NA,NA
"PRKCG",5582,"ENSG00000126583","protein-coding",0.566,0.913,0.99413,"P05129","DTO_03300101","Kinase","Spinocerebellar ataxia 14","[disease]","C1854369","Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16) | Nervous System Diseases (C10)","Disease or Syndrome (T047)","genetic disease (630) | disease of anatomical entity (7)","","CLINVAR","GeneticVariation","Together, these results show that SCA14 mutations located in the C1B subdomain ;open' PKCgamma protein conformation leading to increased C1 domain accessibility, but inefficient activation of downstream signaling pathways.","Together, these results show that <span class='disease' en_id='C1854369'>SCA14</span> mutations located in the C1B subdomain ;open' <span class='gene' en_id='5582'>PKCgamma</span> protein conformation leading to increased C1 domain accessibility, but inefficient activation of downstream signaling pathways.",2008,1,NA,"PMID","18577575","","",NA,"Positive"
"RBM20",282996,"ENSG00000203867","protein-coding",0.606,0.696,0.010899,"Q5T481","","","Cardiomyopathy, Dilated","[disease]","C0007193","Cardiovascular Diseases (C14) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","genetic disease (630) | disease of anatomical entity (7)","Abnormality of the cardiovascular system (01626)","CLINVAR","CausalMutation","Automated variant re-evaluation is labor-balanced and gives clinically relevant results: Hereditary cardiac disease as a use case.","Automated variant re-evaluation is labor-balanced and gives clinically relevant results: Hereditary cardiac disease as a use case.",2024,1,NA,"PMID","39481677","","",NA,NA
"RBM20",282996,"ENSG00000203867","protein-coding",0.606,0.696,0.010899,"Q5T481","","","Cardiomyopathy, Dilated","[disease]","C0007193","Cardiovascular Diseases (C14) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","genetic disease (630) | disease of anatomical entity (7)","Abnormality of the cardiovascular system (01626)","GENCC","CausalMutation",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"RBM20",282996,"ENSG00000203867","protein-coding",0.606,0.696,0.010899,"Q5T481","","","Cardiomyopathy, Dilated","[disease]","C0007193","Cardiovascular Diseases (C14) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","genetic disease (630) | disease of anatomical entity (7)","Abnormality of the cardiovascular system (01626)","CLINGEN","CausalMutation","Cardiomyopathy-associated mutations in the RS domain affect nuclear localization of RBM20.","Cardiomyopathy-associated mutations in the RS domain affect nuclear localization of RBM20.",2020,1,NA,"PMID","32840935","","",NA,NA
"RBM20",282996,"ENSG00000203867","protein-coding",0.606,0.696,0.010899,"Q5T481","","","Cardiomyopathy, Dilated","[disease]","C0007193","Cardiovascular Diseases (C14) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","genetic disease (630) | disease of anatomical entity (7)","Abnormality of the cardiovascular system (01626)","CLINVAR","GeneticVariation","Regional Variation in RBM20 Causes a Highly Penetrant Arrhythmogenic Cardiomyopathy.","Regional Variation in RBM20 Causes a Highly Penetrant Arrhythmogenic Cardiomyopathy.",2019,1,NA,"PMID","30871351","","",NA,NA
"RBM20",282996,"ENSG00000203867","protein-coding",0.606,0.696,0.010899,"Q5T481","","","Cardiomyopathy, Dilated","[disease]","C0007193","Cardiovascular Diseases (C14) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","genetic disease (630) | disease of anatomical entity (7)","Abnormality of the cardiovascular system (01626)","CLINVAR","CausalMutation","DNA-sequence-variants within RBM20 were considered suitable for genetic testing when they fulfilled the criteria of (1) being pathogenic according to the American College of Medical Genetics and Genomics-classification, (2) appeared with an allele frequency of <1:10.000, and (3) segregated with DCM in ≥7 affected individuals.","DNA-sequence-variants within <span class='gene' en_id='282996'>RBM20</span> were considered suitable for genetic testing when they fulfilled the criteria of (1) being pathogenic according to the American College of Medical Genetics and Genomics-classification, (2) appeared with an allele frequency of <1:10.000, and (3) segregated with <span class='disease' en_id='C0007193'>DCM</span> in ≥7 affected individuals.",2019,1,NA,"PMID","30871348","American","HANCESTRO:0463",NA,"Positive"
"RBM20",282996,"ENSG00000203867","protein-coding",0.606,0.696,0.010899,"Q5T481","","","Cardiomyopathy, Dilated","[disease]","C0007193","Cardiovascular Diseases (C14) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","genetic disease (630) | disease of anatomical entity (7)","Abnormality of the cardiovascular system (01626)","CLINVAR","GeneticVariation","King of hearts: a splicing factor rules cardiac proteins.","King of hearts: a splicing factor rules cardiac proteins.",2012,1,NA,"PMID","22561820","","",NA,NA
"RBM20",282996,"ENSG00000203867","protein-coding",0.606,0.696,0.010899,"Q5T481","","","Cardiomyopathy, Dilated","[disease]","C0007193","Cardiovascular Diseases (C14) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","genetic disease (630) | disease of anatomical entity (7)","Abnormality of the cardiovascular system (01626)","CLINVAR","GeneticVariation","Cardiomyopathy, familial dilated.","Cardiomyopathy, familial dilated.",2006,1,NA,"PMID","16839424","","",NA,NA
"RBM20",282996,"ENSG00000203867","protein-coding",0.606,0.696,0.010899,"Q5T481","","","Cardiomyopathy, Dilated","[disease]","C0007193","Cardiovascular Diseases (C14) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","genetic disease (630) | disease of anatomical entity (7)","Abnormality of the cardiovascular system (01626)","CLINGEN","CausalMutation","These effects may contribute to the early onset, and malignant course of DCM caused by RBM20 mutations.","These effects may contribute to the early onset, and malignant course of <span class='disease' en_id='C0007193'>DCM</span> caused by <span class='gene' en_id='282996'>RBM20</span> mutations.",2016,1,NA,"PMID","27496873","","",NA,"Positive"
"RBM20",282996,"ENSG00000203867","protein-coding",0.606,0.696,0.010899,"Q5T481","","","Cardiomyopathy, Dilated","[disease]","C0007193","Cardiovascular Diseases (C14) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","genetic disease (630) | disease of anatomical entity (7)","Abnormality of the cardiovascular system (01626)","CLINGEN","CausalMutation","This article concludes that DCM in patients with RBM20 mutations is associated with advanced disease.","This article concludes that <span class='disease' en_id='C0007193'>DCM</span> in patients with <span class='gene' en_id='282996'>RBM20</span> mutations is associated with advanced disease.",2010,1,NA,"PMID","20590677","","",NA,"Positive"
"RBM20",282996,"ENSG00000203867","protein-coding",0.606,0.696,0.010899,"Q5T481","","","Cardiomyopathy, Dilated","[disease]","C0007193","Cardiovascular Diseases (C14) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","genetic disease (630) | disease of anatomical entity (7)","Abnormality of the cardiovascular system (01626)","CLINVAR","CausalMutation","Genetics, Clinical Features, and Long-Term Outcome of Noncompaction Cardiomyopathy.","Genetics, Clinical Features, and Long-Term Outcome of Noncompaction Cardiomyopathy.",2018,1,NA,"PMID","29447731","","",NA,NA
"RBM20",282996,"ENSG00000203867","protein-coding",0.606,0.696,0.010899,"Q5T481","","","Cardiomyopathy, Dilated","[disease]","C0007193","Cardiovascular Diseases (C14) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","genetic disease (630) | disease of anatomical entity (7)","Abnormality of the cardiovascular system (01626)","CLINVAR","GeneticVariation","Targeted panel sequencing in pediatric primary cardiomyopathy supports a critical role of TNNI3.","Targeted panel sequencing in pediatric primary cardiomyopathy supports a critical role of TNNI3.",2019,1,NA,"PMID","31568572","","",NA,NA
"RBM20",282996,"ENSG00000203867","protein-coding",0.606,0.696,0.010899,"Q5T481","","","Cardiomyopathy, Dilated","[disease]","C0007193","Cardiovascular Diseases (C14) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","genetic disease (630) | disease of anatomical entity (7)","Abnormality of the cardiovascular system (01626)","CLINVAR","GeneticVariation","Mutations in RBM20 (RNA-binding motif protein 20) cause a clinically aggressive form of dilated cardiomyopathy, with an increased risk of malignant ventricular arrhythmias.","Mutations in <span class='gene' en_id='282996'>RBM20</span> (<span class='gene' en_id='282996'>RNA-binding motif protein 20</span>) cause a clinically aggressive form of <span class='disease' en_id='C0007193'>dilated cardiomyopathy</span>, with an increased risk of malignant ventricular arrhythmias.",2018,1,NA,"PMID","29650543","","",NA,"Positive"
"RBM20",282996,"ENSG00000203867","protein-coding",0.606,0.696,0.010899,"Q5T481","","","Cardiomyopathy, Dilated","[disease]","C0007193","Cardiovascular Diseases (C14) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","genetic disease (630) | disease of anatomical entity (7)","Abnormality of the cardiovascular system (01626)","CLINVAR","CausalMutation","Mutations in RBM20 were observed in approximately 3% of subjects with DCM.","Mutations in <span class='gene' en_id='282996'>RBM20</span> were observed in approximately 3% of subjects with <span class='disease' en_id='C0007193'>DCM</span>.",2012,1,NA,"PMID","22004663","","",NA,"Positive"
"RBM20",282996,"ENSG00000203867","protein-coding",0.606,0.696,0.010899,"Q5T481","","","Cardiomyopathy, Dilated","[disease]","C0007193","Cardiovascular Diseases (C14) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","genetic disease (630) | disease of anatomical entity (7)","Abnormality of the cardiovascular system (01626)","CLINGEN","CausalMutation","DNA-sequence-variants within RBM20 were considered suitable for genetic testing when they fulfilled the criteria of (1) being pathogenic according to the American College of Medical Genetics and Genomics-classification, (2) appeared with an allele frequency of <1:10.000, and (3) segregated with DCM in ≥7 affected individuals.","DNA-sequence-variants within <span class='gene' en_id='282996'>RBM20</span> were considered suitable for genetic testing when they fulfilled the criteria of (1) being pathogenic according to the American College of Medical Genetics and Genomics-classification, (2) appeared with an allele frequency of <1:10.000, and (3) segregated with <span class='disease' en_id='C0007193'>DCM</span> in ≥7 affected individuals.",2019,1,NA,"PMID","30871348","American","HANCESTRO:0463",NA,"Positive"
